1,1,1,1,1,1,1,1,1,1,1.0342,1.0423,1.0523,1.0621,1.081,1.1165,1.1489,1.2056,1.2529,1.2922,
-1.9289,-1.9112,-1.889,-1.8669,-1.8227,-1.7347,-1.6474,-1.4754,-1.3072,-1.1429,-1.9289,-1.9112,-1.889,-1.8669,-1.8227,-1.7347,-1.6474,-1.4754,-1.3072,-1.1429,
0.93137,0.91496,0.89486,0.8752,0.83716,0.76598,0.70086,0.58687,0.49175,0.41274,0.89722,0.87265,0.84254,0.81309,0.75612,0.64952,0.552,0.38128,0.23884,0.1205
