1,1,1,1,1,1,1,1,1,1,1,0.80203,0.64258,0.51435,0.46003,0.41136,0.36778,0.32876,0.26256,0.20958,
0,-1.8418,-1.859,-1.8742,-1.8813,-1.8879,-1.8941,-1.9,-1.9109,-1.9206,0,-1.4618,-1.1712,-0.93749,-0.83848,-0.74978,-0.67034,-0.59922,-0.47857,-0.38199,
0,0.85346,0.86827,0.88169,0.88791,0.89383,0.89946,0.9048,0.91469,0.9236,0,0.67142,0.53794,0.43059,0.38512,0.34438,0.30789,0.27522,0.21981,0.17545
